start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,governorate_name,district_ID,district_name,type_area,fuel_prices,market_name_fuel,type_market,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,sell_diesel,quantity_1L_diesel,diesel_quantity_other,price_diesel,calc_price_diesel,price_diesel_normalised,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,market_name_wash,type_market_001,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,sell_soap,quantity_1bar,soap_quantity_specify,price_soap,calc_price_soap,price_soap_normalised,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,market_name_water_trucking,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,market_name_exchange_rate,exchange_rate_result,note_exchange_rate,further_comments,_id,_uuid,_submission_time,_index
31/10/2018 13:57,31/10/2018 14:12,31/10/2018,ee.humanitarianresponse.info:RMjifjNHN7Ws39Cm,30/10/2018,????? ???? ????,ROC,NA,YE17,Hajjah,YE1704,Abs,Urban,yes,Saddam Market,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,650,NA,NA,yes,yes,NA,650,NA,NA,YE18,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,yes,Saddam Market,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,100,150,NA,NA,yes,yes,NA,140,NA,NA,yes,yes,NA,600,NA,NA,YE17,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Saddam Market,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,4000,5,NA,5,yes,6000,8000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Saddam market,750,NA,NA,39691610,9195f356-0ff6-4ddb-9f7a-795779c806b6,31/10/2018 14:12,253
31/10/2018 14:12,31/10/2018 14:23,31/10/2018,ee.humanitarianresponse.info:RMjifjNHN7Ws39Cm,30/10/2018,????? ???? ???,ROC,NA,YE17,Hajjah,YE1704,Abs,Rural,yes,Shafar,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,650,NA,NA,yes,yes,NA,650,NA,NA,YE18,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,NA,yes,Shafar,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,180,NA,NA,yes,yes,NA,200,NA,NA,yes,yes,100,150,NA,NA,yes,yes,NA,140,NA,NA,yes,yes,NA,750,NA,NA,YE17,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Shafar,Cash,1,0,0,0,0,0,0,0,0,NA,4,Private,Pumping_Station_or_Borehole,no,2000,2,NA,5,yes,7000,9000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Shafar,740,NA,NA,39693292,f43c73f4-48cf-45e1-8270-165084be3288,31/10/2018 14:23,254
31/10/2018 12:41,31/10/2018 12:58,31/10/2018,ee.humanitarianresponse.info:RMjifjNHN7Ws39Cm,24/10/2018,???? ????????? ????,ROC,NA,YE15,Taizz,YE1515,Al Wazi'iyah,Urban,yes,Shamsan,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,700,NA,NA,yes,yes,NA,685,NA,NA,YE24,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,NA,yes,Shamsan,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,150,NA,NA,yes,yes,NA,200,NA,NA,yes,yes,100,125,NA,NA,yes,yes,NA,190,NA,NA,yes,yes,NA,700,NA,NA,YE15,Wholesaler,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Shamsan,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2700,3,NA,4,yes,12000,15000,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Shamsan,740,NA,NA,39682211,9312ead5-bf6f-441b-b0b6-b63424a88780,31/10/2018 13:11,219
31/10/2018 12:58,31/10/2018 13:22,31/10/2018,ee.humanitarianresponse.info:RMjifjNHN7Ws39Cm,24/10/2018,???? ????????? ????,ROC,NA,YE24,Aden,YE2404,Al Buraiqeh,Urban,yes,Shamsan,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,675,NA,NA,yes,yes,NA,650,NA,NA,YE24,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,yes,Central Shamsan,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,160,NA,NA,yes,yes,NA,250,NA,NA,yes,yes,100,130,NA,NA,yes,yes,NA,200,NA,NA,yes,yes,NA,750,NA,NA,YE15,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Shamsan,Cash,1,0,0,0,0,0,0,0,0,NA,3,Private,Pumping_Station_or_Borehole,no,2000,1,NA,5,yes,4000,8000,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Shamsan,740,NA,NA,39684304,ebdc7ff9-c014-414f-bda5-ff049c6e9f89,31/10/2018 13:23,224
30/10/2018 19:13,31/10/2018 12:41,30/10/2018,ee.humanitarianresponse.info:RMjifjNHN7Ws39Cm,24/10/2018,???? ????????? ????,ROC,NA,YE15,Taizz,YE1515,Al Wazi'iyah,Urban,yes,Shamsan,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,715,NA,NA,yes,yes,NA,715,NA,NA,YE24,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,NA,yes,Shamsan Trading,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,120,NA,NA,yes,yes,NA,150,NA,NA,yes,yes,100,130,NA,NA,yes,yes,NA,180,NA,NA,yes,yes,NA,700,NA,NA,YE15,Wholesaler,1,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,Shamsan Trading,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,3000,3,NA,4,yes,15000,25000,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,yes,Shamsan,740,NA,NA,39676862,005b6987-b89a-4c47-a2a9-474328f6b93c,31/10/2018 12:42,210
31/10/2018 12:22,31/10/2018 12:47,31/10/2018,ee.humanitarianresponse.info:IgDlpSLgJ9cJsHXd,29/10/2018,?????,SCI,NA,YE15,Taizz,YE1521,Al Ma'afer,Urban,yes,Al Ain,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,560,NA,NA,YE24,5,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,yes,Al Ain,District_level_market,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,150,NA,NA,no,NA,NA,NA,NA,NA,yes,no,75,200,266.6666667,NA,no,NA,NA,NA,NA,NA,yes,yes,NA,600,NA,NA,YE15,Wholesaler,7,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,yes,Al Ain,Cash Credit,1,0,0,0,1,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2500,10,NA,5,yes,6500,8500,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Al Ain,730,NA,NA,39688674,84c24ffb-3f48-4886-8c34-36141b961a34,31/10/2018 13:54,243
31/10/2018 12:47,31/10/2018 13:01,31/10/2018,ee.humanitarianresponse.info:IgDlpSLgJ9cJsHXd,29/10/2018,?????,SCI,NA,YE15,Taizz,YE1521,Al Ma'afer,Urban,yes,Al Ain,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,570,NA,NA,yes,yes,NA,550,NA,NA,YE24,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,yes,Al Ain,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,140,NA,NA,no,NA,NA,NA,NA,NA,yes,yes,75,200,NA,NA,yes,no,110,140,127.2727273,NA,yes,yes,NA,550,NA,NA,YE15,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Al Ain,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2400,6,NA,7,yes,6000,8000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Al Ain,730,NA,NA,39688680,1a2658ae-278c-4313-b135-268c8bbf9b1b,31/10/2018 13:54,244
31/10/2018 13:01,31/10/2018 13:11,31/10/2018,ee.humanitarianresponse.info:IgDlpSLgJ9cJsHXd,29/10/2018,?????,SCI,NA,YE15,Taizz,YE1521,Al Ma'afer,Urban,yes,Al Ain,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,575,NA,NA,yes,yes,NA,550,NA,NA,YE24,NA,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,yes,Al Ain,District_level_market,Cash Credit,1,0,0,0,1,0,0,0,0,NA,yes,yes,NA,150,NA,NA,no,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,yes,no,500,700,140,NA,yes,yes,NA,600,NA,NA,YE15,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Al Ain,Cash,1,0,0,0,0,0,0,0,0,NA,5,Private,Pumping_Station_or_Borehole,no,2400,8,NA,12,yes,7000,9000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Al Ain,730,NA,NA,39688683,1c1e3824-16ae-4a7e-bdf5-cd3b7455b3a4,31/10/2018 13:54,245
1/11/2018 10:05,1/11/2018 10:27,1/11/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,20/11/2018,Abdullah,SCI,NA,YE17,Hajjah,YE1726,Najrah,Urban,yes,Alaman Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,600,NA,NA,yes,yes,NA,650,NA,NA,YE18,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Alaman Market,NA,NA,NA,39811191,4984cb0f-3c3c-443b-8629-4a94753d7a86,1/11/2018 12:11,319
31/10/2018 18:48,31/10/2018 18:49,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,23/10/2018,Khaldoon,SCI,NA,YE24,Aden,YE2408,Khur Maksar,Urban,yes,Alareesh Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,390,NA,NA,no,NA,NA,NA,NA,NA,YE24,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Alareesh Market,740,NA,NA,39727138,6bcefec1-e9d0-4133-b5e7-5af2b1539ec1,31/10/2018 18:44,275
31/10/2018 13:36,31/10/2018 13:38,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,23/10/2018,Mohammed,SCI,NA,YE25,Lahj,YE2515,Tuban,Rural,yes,ALFAYOOSH MARKET,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,390,NA,NA,no,NA,NA,NA,NA,NA,YE24,7,Price_inflation Supply_shortage Other_see_next_question,1,0,0,0,1,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ALFAYOOSH MARKET,740,NA,NA,39687938,f6fc458a-f2f7-458f-b9a8-20173188ba27,31/10/2018 13:49,231
31/10/2018 19:06,31/10/2018 19:09,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,25/10/2018,Saleh,SCI,NA,YE22,Sa'ada,YE2211,Sahar,Urban,yes,Alkafjy Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,550,NA,NA,yes,yes,NA,625,NA,NA,YE18,7,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,39728590,8db657b8-b495-45f5-b671-6d0838059da4,31/10/2018 19:03,285
1/11/2018 8:44,1/11/2018 8:48,1/11/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,29/10/2018,Mansoor,SCI,NA,YE17,Hajjah,YE1729,Hajjah,Rural,yes,Alkhamis Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,675,NA,NA,yes,yes,NA,600,NA,NA,YE18,3,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Alkhamis Market,690,NA,NA,39784696,0df31c3f-96bb-4c79-b898-f037d293d8c6,1/11/2018 8:43,301
1/11/2018 9:24,1/11/2018 9:27,1/11/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,29/10/2018,Mansoor,SCI,NA,YE17,Hajjah,YE1729,Hajjah,Rural,yes,Alkhamis Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,675,NA,NA,yes,yes,NA,600,NA,NA,YE18,2,Price_inflation Shortage_of_demand Supply_shortage Transportation_issues,1,0,1,0,1,0,1,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Alkhamis Market,690,NA,NA,39788537,084642d4-8a8b-4249-850c-cf82c77e04a6,1/11/2018 9:22,304
31/10/2018 13:41,31/10/2018 13:44,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,21/10/2018,YASMEEN,SCI,NA,YE25,Lahj,YE2508,Al Milah,Rural,yes,ALMILAH MARKET,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,525,NA,NA,yes,yes,NA,525,NA,NA,YE24,3,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ALMILAH MARKET,740,NA,NA,39687949,1ea37e7b-d618-4d43-a67a-37c5d0494cd4,31/10/2018 13:49,234
1/11/2018 9:40,1/11/2018 9:45,1/11/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,29/10/2018,Mansoor,SCI,NA,YE17,Hajjah,YE1722,Ku'aydinah,Rural,yes,Alqa'yam Sawakh Market,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,700,NA,NA,yes,yes,NA,650,NA,NA,YE18,2,Price_inflation Shortage_of_demand Supply_shortage Government_regulations,1,0,1,0,1,1,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Alqa'yam Sawakh Market,690,NA,NA,39790250,308fd3d6-9759-43c8-aa3e-8affe74a11d0,1/11/2018 9:40,307
1/11/2018 9:54,1/11/2018 9:56,1/11/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,29/10/2018,Mansoor,SCI,NA,YE17,Hajjah,YE1722,Ku'aydinah,Rural,yes,Alqa'yam Sawakh Market,Other,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,700,NA,NA,yes,yes,NA,650,NA,NA,YE18,1,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Alqa'yam Sawakh Market,690,NA,NA,39791388,006a7388-f757-4102-9b77-822d654703ec,1/11/2018 9:51,310
31/10/2018 18:36,31/10/2018 18:37,31/10/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,21/10/2018,KHALDOON,SCI,NA,YE24,Aden,YE2404,Al Buraiqeh,Urban,yes,ALTHAKAFAH MARKET,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,390,NA,NA,no,NA,NA,NA,NA,NA,YE24,1,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,ALTHAKAFAH MARKET,740,NA,NA,39726318,d4ab60a2-a59c-45fe-bff2-3f4cf73eb03f,31/10/2018 18:32,269
1/11/2018 6:07,1/11/2018 7:49,1/11/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,20/11/2018,Abdullah,SCI,NA,YE17,Hajjah,YE1724,Bani Qa'is,Rural,yes,Altoor Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,600,NA,NA,yes,yes,NA,650,NA,NA,YE18,7,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Altoor Market,705,NA,NA,39778374,11a731f4-232f-4b2b-ac67-6c1bac5e5bd0,1/11/2018 7:44,298
2/11/2018 16:37,2/11/2018 16:42,2/11/2018,ee.humanitarianresponse.info:LHqI3OVSTDU7bmd1,20/10/2018,Abdullah,SCI,NA,YE17,Hajjah,YE1724,Bani Qa'is,Rural,yes,Altoor Market,District_level_market,Cash,1,0,0,0,0,0,0,0,0,NA,yes,yes,NA,1000,NA,NA,yes,yes,NA,1000,NA,NA,YE18,4,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,Altoor Market,705,NA,NA,39950878,eefebbae-a075-4064-8fd9-9bdfac595bb5,2/11/2018 16:36,328
