start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,fuel_constraints_other,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,wash_constraints_other,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,wash_constraints_other_001,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2019-07-04T07:07:58.164+03:00,2019-07-04T07:10:21.224+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Randa,SCI,,YE15,YE1521,Alnashama Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,390,390,,,yes,yes,,390,390,,,YE24,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60540511,99cdf8b4-bc62-4280-81e9-ac87dcbc692c,2019-07-04T04:30:19,,170
2019-07-04T07:10:22.037+03:00,2019-07-04T07:12:18.450+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Randa,SCI,,YE15,YE1521,Alnashama Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,no,110,100,91,,,yes,yes,,500,500,,,YE24,Wholesaler,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60540514,c76aca46-e7a8-4539-beb9-6d4616b234cb,2019-07-04T04:30:20,,171
2019-07-04T07:12:18.973+03:00,2019-07-04T07:14:28.341+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Randa,SCI,,YE15,YE1521,Alnashama Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,390,390,,,yes,yes,,390,390,,,YE24,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60540517,e96818ac-ba61-4a5e-9e56-a466f10ce72e,2019-07-04T04:30:21,,172
2019-07-04T07:14:29.223+03:00,2019-07-04T07:17:33.439+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Randa,SCI,,YE15,YE1521,Alnashama Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,no,110,100,91,,,yes,yes,,500,500,,,YE24,Wholesaler,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60540519,4544821f-8d63-4c3b-837a-88c43e0f602e,2019-07-04T04:30:22,,173
2019-07-04T07:17:34.063+03:00,2019-07-04T07:23:06.056+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Randa,SCI,,YE15,YE1521,Alnashama Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Treatment_Station,no,1500,5,,20,yes,9000,13000,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,,yes,550,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,the prices of water trucking is high because this service has a low demand,v2ZtbFxdMLUeS6K3smMjSx,60540548,8a94886f-b604-413d-abe9-2ef8b42f26cd,2019-07-04T04:30:37,,174
2019-07-04T07:23:07.078+03:00,2019-07-04T07:25:12.022+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-26,Randa,SCI,,YE15,YE1521,Alnashama Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,340,340,,,yes,yes,,390,390,,,YE24,2,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,558,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60540565,703617ec-6d4e-4801-9a00-b0a40a06fdef,2019-07-04T04:30:44,,175
2019-07-04T07:25:13.328+03:00,2019-07-04T07:26:58.023+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-26,Randa,SCI,,YE15,YE1521,Alnashama Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,130,130,,,yes,no,110,100,91,,,yes,yes,,500,500,,,YE24,Wholesaler,2,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,558,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60540569,ef6efbd8-ce38-4e38-a549-7ca404baa0be,2019-07-04T04:30:46,,176
2019-07-04T06:43:14.862+03:00,2019-07-04T06:51:08.794+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Randa,SCI,,YE15,YE1522,Alayeen Market,Rural,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,390,390,,,yes,yes,,390,390,,,YE24,2,Shortage_of_demand Transportation_issues,0,0,1,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,540,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60538426,4c1ca960-f525-4df6-a8cf-0a5ff28f02e8,2019-07-04T03:51:07,,163
2019-07-04T06:51:08.926+03:00,2019-07-04T06:53:45.854+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Randa,SCI,,YE15,YE1522,Alayeen Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,no,110,120,109,,,yes,yes,,500,500,,,YE15,Vendor,7,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,540,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60538677,9f0a0688-acd8-428e-ba71-4526d4a47961,2019-07-04T03:53:44,,164
2019-07-04T06:53:46.020+03:00,2019-07-04T06:58:08.335+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Randa,SCI,,YE15,YE1522,Alayeen Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Treatment_Station,yes,1600,1,,25,yes,10000,15000,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,yes,540,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,the prices of water trucking is high for different reasons; the water is chlorinated and the market is in a rural area so the demand is low,v2ZtbFxdMLUeS6K3smMjSx,60538860,b44032e1-73df-4fa7-91ef-197e8465fd08,2019-07-04T03:59:56,,165
2019-07-04T06:58:08.546+03:00,2019-07-04T06:59:58.270+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Randa,SCI,,YE15,YE1522,Alayeen Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,390,390,,,yes,yes,,390,390,,,YE24,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60538861,0eeef5cf-db45-4c24-8d68-2a0553349d1a,2019-07-04T03:59:57,,166
2019-07-04T06:59:58.584+03:00,2019-07-04T07:01:51.111+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Randa,SCI,,YE15,YE1522,Alayeen Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,no,110,100,91,,,yes,yes,,500,500,,,YE15,Vendor,3,Liquidity_shortage Supply_shortage,0,1,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60538957,e2607b7c-364c-4b4f-bd7b-ab65376e2c25,2019-07-04T04:01:49,,167
2019-07-04T07:01:51.441+03:00,2019-07-04T07:05:14.431+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Randa,SCI,,YE15,YE1522,Alayeen Market,Rural,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,390,390,,,yes,yes,,390,390,,,YE24,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,556,,no,,,,,,,,,,,,,,,,yes,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,60539124,932c402f-8ccc-4a6a-8854-7c12d59c43f0,2019-07-04T04:05:12,,168
2019-07-04T07:05:14.855+03:00,2019-07-04T07:07:57.746+03:00,2019-07-04,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-24,Randa,SCI,,YE15,YE1522,Alayeen Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,no,,,,,,,yes,yes,,120,120,,,yes,no,110,100,91,,,yes,yes,,500,500,,,YE15,Vendor,3,Insecurity_and_instability,0,0,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,556,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,the vendor doesn't sell bottled or treated water.,v2ZtbFxdMLUeS6K3smMjSx,60540503,b0acc422-a136-40d9-bd77-04dcd8208d1f,2019-07-04T04:30:11,,169
2019-07-03T12:15:46.119+03:00,2019-07-03T12:18:54.689+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mansoor,SCI,,YE17,YE1722,Alkhamis Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,450,450,,,YE18,1,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,yes,dmg_infra_market,1,0,0,0,0,0,,road water communication,1,0,1,1,0,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60433396,4c3eccd6-fbd6-4b85-b51d-4d203a1ed1a6,2019-07-03T09:22:21,,142
2019-07-03T12:18:55.292+03:00,2019-07-03T12:21:16.984+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mansoor,SCI,,YE17,YE1722,Alkhamis Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,110,110,,,yes,yes,,140,140,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE18,Wholesaler,1,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,yes,dmg_infra_market,1,0,0,0,0,0,,road water communication,1,0,1,1,0,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,60433400,61a4b4e8-3941-4971-a6a0-9acea1c53950,2019-07-03T09:22:25,,143
2019-07-03T12:21:55.389+03:00,2019-07-03T12:28:59.337+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mansoor,SCI,,YE17,YE1722,Alkhamis Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,3000,5,,20,yes,12000,18000,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,dry wells,yes,550,,yes,dmg_infra_market,1,0,0,0,0,0,,road electrical communication,1,1,0,1,0,,yes,no,yes,yes,yes,yes,water scarcity in the area caused prices of water trucking to raise.,v2ZtbFxdMLUeS6K3smMjSx,60434259,1aa4c270-0870-4690-8c16-3ef072e82f69,2019-07-03T09:31:06,,144
2019-07-03T12:30:43.566+03:00,2019-07-03T12:33:51.743+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mansoor,SCI,,YE17,YE1722,Alkhamis Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,450,450,,,YE18,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road water communication,1,0,1,1,0,,yes,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60434566,cb1b5a2b-b557-4641-b41b-56b5ed3db3c5,2019-07-03T09:33:51,,145
2019-07-03T12:33:51.903+03:00,2019-07-03T12:40:17.406+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mansoor,SCI,,YE17,YE1722,Alkhamis Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,140,140,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE18,Wholesaler,1,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,550,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road water communication,1,0,1,1,0,,yes,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60435077,04d41401-973f-4ca8-84b9-dc3e606ada1f,2019-07-03T09:40:18,,146
2019-07-03T12:40:17.668+03:00,2019-07-03T12:45:34.690+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Abdullah,SCI,,YE17,YE1724,Altoor Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Liquidity_shortage Transportation_issues,0,1,0,0,0,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60435543,34abd529-3eaa-40d2-8530-c3920313d8f3,2019-07-03T09:45:35,,147
2019-07-03T12:45:35.049+03:00,2019-07-03T12:48:15.963+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Abdullah,SCI,,YE17,YE1724,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,130,130,,,yes,yes,,500,500,,,YE18,Vendor,1,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60435789,b702efa6-d8a8-46b2-a80d-b323185bbccc,2019-07-03T09:48:16,,148
2019-07-03T12:48:16.414+03:00,2019-07-03T12:50:06.380+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Abdullah,SCI,,YE17,YE1724,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,4,Public,Water_Spring,no,2000,1,,5,no,,,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60435913,7b4c0fb9-1ed5-43a9-9a78-8889c135ad70,2019-07-03T09:50:06,,149
2019-07-03T12:50:06.793+03:00,2019-07-03T12:52:20.337+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Abdullah,SCI,,YE17,YE1724,Altoor Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Insecurity_and_instability Supply_shortage Transportation_issues,0,0,0,1,1,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60436051,8423f1d2-2bb1-413a-b574-6baa18d638a9,2019-07-03T09:52:20,,150
2019-07-03T12:52:21.097+03:00,2019-07-03T12:53:55.024+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-25,Abdullah,SCI,,YE17,YE1724,Altoor Market,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE18,Vendor,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60436173,93693979-c156-430c-b804-af225fb55aac,2019-07-03T09:53:54,,151
2019-07-03T11:47:36.905+03:00,2019-07-03T11:58:53.534+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Mansoor,SCI,,YE17,YE1726,Alkhamis Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,450,450,,,yes,yes,,450,450,,,YE18,2,Price_inflation Liquidity_shortage Supply_shortage Transportation_issues,1,1,0,0,1,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,560,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road water communication,1,0,1,1,0,,yes,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60431391,1576b145-c0c6-44c8-8b03-2f126dcddb29,2019-07-03T08:58:54,,137
2019-07-03T11:58:53.834+03:00,2019-07-03T12:04:01.531+03:00,2019-07-03,ee.humanitarianresponse.info:WnOLuC21knpIED0l,2019-06-23,Abdullah,SCI,,YE17,YE1726,Alaman Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,2,Price_inflation Shortage_of_demand Insecurity_and_instability,1,0,1,1,0,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water,1,1,1,0,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,60431917,b3b182b3-c837-480f-a544-bb8c05909600,2019-07-03T09:04:00,,138
