start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,fuel_constraints_other,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,other_water_comments,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,wash_constraints_other,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,water_quantity_1cub_mtr,water_quantity_other_cub_mtr,price_cubic_meter,cost_cubic_meter,location_source,price_cubic_meter_normalized,price_cubic_meter_display,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,wash_constraints_other_001,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_version_,_id,_uuid,_submission_time,_validation_status,_index
2019-09-28T21:59:19.749+03:00,2019-09-28T22:05:39.701+03:00,9/28/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,9/26/2019,???,TYF,,YE15,YE1512,Arrahedah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,180,180,,,yes,yes,,100,100,,,,yes,no,135,300,178,,,yes,yes,,180,180,,,yes,yes,,700,700,,,YE15,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,3000,3000,2,,,7,no,,,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,603,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,Fuel is not available in the station,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69514321,24315dd3-0ddd-498e-a759-1939c1c3f9f8,2019-09-29T09:41:28,,69
2019-09-19T09:28:55.867+03:00,2019-09-22T09:17:14.983+03:00,9/19/2019,ee.humanitarianresponse.info:IKX3C0tEMQWKNExT,9/22/2019,Salem,DRC,,YE21,YE2114,AlGoul market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,330,,,yes,yes,,380,380,,,YE19,2,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,150,150,,,yes,yes,,140,140,,,yes,yes,,600,600,,,YE21,Wholesaler,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,yes,,5000,5000,3,,,8,yes,13000,15000,Shortage_of_demand,0,0,1,0,0,0,0,0,0,0,0,,yes,607,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,68736226,2840bed1-24b3-4498-969a-7d25ad23f955,2019-09-22T06:20:21,,5
2019-09-27T21:37:03.136+03:00,2019-09-27T21:57:33.637+03:00,9/27/2019,ee.humanitarianresponse.info:GWFHmnabUuGi90K4,9/26/2019,Mohammed,NRC,,YE17,YE1715,the old market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,no,,,,,,,YE18,10,Price_inflation Liquidity_shortage Insecurity_and_instability Supply_shortage Transportation_issues,1,1,0,1,1,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,150,150,,,different types of the product regarding the bottled water is the reson of the different prices,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE17,Vendor,4,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,yes,,5000,5000,25,,,25,no,,,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,600,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,these days Patrol & Diesel are not existing in makets except the balack market,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69506250,296b88e2-7bbd-4908-8706-1558beb68912,2019-09-29T07:17:13,,43
2019-09-29T16:33:27.729+03:00,2019-09-29T16:36:49.084+03:00,9/29/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,9/27/2019,???,TYF,,YE15,YE1520,AthaMarketkrah ,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,170,170,,,yes,yes,,100,100,,,,yes,yes,,180,180,,,yes,yes,,170,170,,,yes,yes,,650,650,,,YE15,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,3000,3000,2,,,7,no,,,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,yes,605,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,Fuel is not available in the station,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69539795,29d8bb1e-178e-4b36-bbb9-e3a6efe8b522,2019-09-29T13:37:01,,92
2019-10-01T10:51:26.319+03:00,2019-10-01T11:07:31.752+03:00,10/1/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/24/2019,Abdallah,SCI,,YE13,YE1308,Hayel,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,YE18,4,Price_inflation Supply_shortage Transportation_issues,1,0,0,0,1,0,1,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,601,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69733124,2a0964b2-55a1-4bb5-9775-ff781da2bb6d,2019-10-01T08:07:38,,162
2019-10-06T22:21:36.889+03:00,2019-10-06T22:26:57.116+03:00,10/6/2019,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,10/5/2019,??????? ????,NFDHR,,YE23,YE2307,Bani Matar Central Market 3,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,400,400,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,none,yes,yes,,120,120,,,yes,yes,,180,180,,,yes,yes,,600,600,,,YE18,Wholesaler,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,1600,1600,6,,,8,yes,9000,12000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,,yes,600,,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water communication,1,1,1,1,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,70266330,2a1c2b4d-afd4-49e7-9e6d-2b2e7cbe4f4e,2019-10-06T19:40:36,,204
2019-09-28T12:02:51.656+03:00,2019-09-28T12:13:47.314+03:00,9/28/2019,ee.humanitarianresponse.info:dLEbM7BRDPRFgQ6V,9/26/2019,?????,TYF,,YE15,YE1508,Al Bairain,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Mobile_money Credit,1,1,0,0,1,0,0,0,0,,yes,no,15,2650,133,,,no,,,,,,,Increased prices of fuel and transportation,yes,no,5760,7200,100,,,yes,no,4800,3700,77,,,yes,no,160,5800,363,,,YE24,Wholesaler,7,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,602,,no,,,,,,,,,,,,,,,,no,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69564577,2a3f49db-04e8-449a-ae8f-4d9303dacad9,2019-09-29T18:53:14,,103
2019-09-30T17:19:22.613+03:00,2019-09-30T17:23:15.750+03:00,9/30/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/22/2019,Eyman,SCI,,YE15,YE1522,Ala'an,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,150,150,,,none,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Do_not_know,3,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,610,,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage move_restriction other,1,1,1,1,1,0,everything had destroyed,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,no,no,none,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69656381,2a6bb4de-14d7-46ef-80a0-3060a1cdd77e,2019-09-30T14:23:23,,149
2019-10-02T20:15:34.607+03:00,2019-10-02T20:23:09.025+03:00,10/2/2019,ee.humanitarianresponse.info:KO6sdEiXAE5z2jmI,9/25/2019,Muaath,SI,,YE18,YE1820,Al khokhah,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,385,385,,,yes,yes,,420,420,,,YE24,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,200,200,,,no,,,,,,,,yes,no,960,1200,100,,,yes,no,4800,4700,98,,,yes,yes,,500,500,,,YE24,Vendor,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69934681,2b7bb438-4bde-472f-9153-29fef3a47a1f,2019-10-02T17:35:36,,186
2019-09-28T22:13:27.303+03:00,2019-09-28T22:31:55.621+03:00,9/28/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,9/27/2019,???,TYF,,YE15,YE1512,Azzandani Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,200,,,yes,yes,,100,100,,,,yes,yes,,180,180,,,yes,yes,,150,150,,,yes,yes,,650,650,,,YE15,Wholesaler,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,2800,2800,2,,,7,no,,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,600,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,Fuel is not available in the station,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69514329,2bb8ee90-058e-49a1-9dca-dcaaa3d014b8,2019-09-29T09:41:30,,71
2019-09-30T17:56:43.010+03:00,2019-09-30T18:04:31.057+03:00,9/30/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/22/2019,Yassin,SCI,,YE25,YE2508,Al-Milah,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,Do_not_know,yes,,1500,1500,3,,,8,yes,6000,12000,Price_inflation Transportation_Issues,1,0,0,0,0,0,1,0,0,0,0,,yes,605,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69662529,2bfa96a7-a673-4123-88a5-dcc3112c5031,2019-09-30T15:04:39,,153
2019-09-29T07:25:18.223+03:00,2019-09-29T08:47:58.581+03:00,9/29/2019,ee.humanitarianresponse.info:dLEbM7BRDPRFgQ6V,9/29/2019,?????,TYF,,YE15,YE1508,Al Bairain,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,1800,90,,,no,,,,,,,The water treated in Al Bairain Market is not pure and the water is traded less expensive and less pure,yes,no,5760,7200,100,,,yes,no,4800,3700,77,,,yes,no,160,6900,431,,,YE24,Wholesaler,5,Insecurity_and_instability Transportation_issues,0,0,0,1,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road,1,0,0,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69564603,2cbadf61-5071-4769-acb2-f5da5244895c,2019-09-29T18:53:25,,111
2019-09-30T14:55:57.443+03:00,2019-09-30T15:04:58.659+03:00,9/30/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,9/21/2019,Abdullah,SCI,,YE17,YE1724,Altoor,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Credit,0,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,,yes,yes,,150,150,,,yes,yes,,150,150,,,yes,yes,,500,500,,,YE18,Do_not_know,1,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,605,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical communication,1,1,0,1,0,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69634840,2e994e66-56ce-4b04-b0c3-67c44e89e627,2019-09-30T12:05:11,,138
2019-09-22T19:38:26.299+03:00,2019-09-22T19:42:16.867+03:00,9/22/2019,ee.humanitarianresponse.info:6zeNqVUjeyQPw603,9/22/2019,??? ?????? ???????,NFHD,,YE13,YE1309,Al-Sumaiye Grocery,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,no,,,,,,,Vendor_did_not_answer,,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,300,300,,,,yes,yes,,170,170,,,yes,yes,,110,110,,,yes,yes,,500,500,,,YE13,Wholesaler,,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,2400,2400,2,,,2,no,,,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,605,,yes,did_not_answer,0,0,0,0,0,1,,,,,,,,,yes,no,yes,no,yes,yes, congestion over oil derivatives affected on prices of other items,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,68789969,2eb15192-fd87-47fc-8f11-8fea184dc675,2019-09-22T16:44:16,,10
2019-09-29T10:38:01.231+03:00,2019-09-29T10:44:12.342+03:00,9/29/2019,ee.humanitarianresponse.info:RP0AFKfjbhJbfa8Q,9/24/2019,????,TYF,,YE18,YE1824,Zubaid - Old Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,160,160,,,no,,,,,,,,yes,yes,,130,130,,,yes,yes,,130,130,,,yes,yes,,380,380,,,YE18,Wholesaler,7,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,605,,no,,,,,,,,,,,,,,,,yes,no,yes,yes,no,no,Fuel stations are closed and oil derivatives are only available in the black market,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69508856,2f146254-df9d-464a-857b-34fd2ed671d3,2019-09-29T08:17:44,,55
2019-09-30T08:17:48.357+03:00,2019-09-30T08:23:24.372+03:00,9/30/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,9/24/2019,Khaldon,SCI,,YE24,YE2408,Alareesh,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,80,80,,,,yes,yes,,150,150,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Do_not_know,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69583307,2f7179fb-8c1b-496e-ad8a-769483b7c0b0,2019-09-30T05:23:27,,118
2019-10-01T16:32:08.053+03:00,2019-10-01T16:37:32.417+03:00,10/1/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/22/2019,Mohammed,SCI,,YE25,YE2515,Saber,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,350,,,yes,yes,,380,380,,,YE24,10,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,605,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69778308,30946529-5ba3-4c1f-869f-7e8b5519fa40,2019-10-01T13:37:43,,178
2019-09-30T15:05:01.792+03:00,2019-09-30T15:12:28.963+03:00,9/30/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,9/21/2019,Abdullah,SCI,,YE17,YE1726,Alaman,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,electrical water,0,1,1,0,0,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69636157,5f5e7478-eef5-44ce-b85e-15616fa3e7e4,2019-09-30T12:12:42,,139
2019-09-28T21:13:13.612+03:00,2019-09-28T21:30:11.739+03:00,9/28/2019,ee.humanitarianresponse.info:7hznu1X2hAOG1WKv,9/26/2019,???,TYF,,YE15,YE1512,Dimnat Khadier Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,no,,,,,,,YE26,1,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,200,200,,,yes,yes,,100,100,,,,yes,yes,,200,200,,,yes,yes,,180,180,,,yes,yes,,700,700,,,YE15,Wholesaler,7,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,2500,2500,1,,,5,no,,,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,yes,605,,no,,,,,,,,,,,,,,,,no,no,yes,no,yes,no,congestion over petrol and diesel,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69514315,32bb5c38-cc03-405d-8e36-dcb00ca70d06,2019-09-29T09:41:25,,65
2019-09-30T13:16:57.265+03:00,2019-09-30T13:22:43.676+03:00,9/30/2019,ee.humanitarianresponse.info:ZRumN4jsQGNW1bND,9/22/2019,Abdullah,SCI,,YE17,YE1722,Alkhamees,Rural,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,150,150,,,,yes,yes,,150,150,,,yes,yes,,80,80,,,yes,yes,,500,500,,,YE18,Do_not_know,2,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,,yes,dmg_infra_market,1,0,0,0,0,0,,road electrical,1,1,0,0,0,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69617727,3392c079-1f48-4da3-828e-74190e619be7,2019-09-30T10:22:54,,133
2019-10-01T10:33:40.291+03:00,2019-10-01T10:51:25.173+03:00,10/1/2019,ee.humanitarianresponse.info:N4cuYdODxCQXdjjN,9/30/2019,Abdallah,SCI,,YE13,YE1308,Hayel,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,12,Private,Pumping_Station_or_Borehole,yes,yes,,1500,1500,1,,,5,yes,18000,20000,Price_inflation Transportation_Issues,1,0,0,0,0,0,1,0,0,0,0,,yes,600,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,no,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,69730935,346f37ce-36c0-45e0-b10e-58d5ad54d290,2019-10-01T07:51:32,,161
