X.U.FEFF.X.U.FEFF.start_,end_,today_,deviceid_,date_survey_All,enumerator_id_All,select_one_organization_name_All,org_name_other_All,governorate_ID_All,district_ID_All,market_name_All,type_area_All,password_incorrect_,password_incorrect,password_incorrect_001,foodcare_info,nficare_info,fuel_prices_All,cash_feasibility_fuel_All,cash_feasibility_fuel_All.Cash,cash_feasibility_fuel_All.Mobile_money,cash_feasibility_fuel_All.Credit_debit_Card,cash_feasibility_fuel_All.Prepaid_cards,cash_feasibility_fuel_All.Credit,cash_feasibility_fuel_All.Vouchers,cash_feasibility_fuel_All.Bartering,cash_feasibility_fuel_All.Other,cash_feasibility_fuel_All.Do_not_know,Other_cash_feasibility_fuel_All,sell_petrol_All,quantity_1L_petrol_All,quantity_other_petrol_All,price_petrol_All,calc_price_petrol_All,price_petrol_normalised_All,price_petrol_display_All,sell_diesel_All,quantity_1L_diesel_All,quantity_other_diesel_All,price_diesel_All,calc_price_diesel_All,price_diesel_normalised_All,price_diesel_display_All,fuel_gov_origin_All,fuel_restock_days_min_All,fuel_constraints_multiple_All,fuel_constraints_multiple_All.Price_inflation,fuel_constraints_multiple_All.Liquidity_shortage,fuel_constraints_multiple_All.Shortage_of_demand,fuel_constraints_multiple_All.Insecurity_and_instability,fuel_constraints_multiple_All.Supply_shortage,fuel_constraints_multiple_All.Government_regulations,fuel_constraints_multiple_All.Transportation_issues,fuel_constraints_multiple_All.Other_see_next_question,fuel_constraints_multiple_All.Do_not_know,fuel_constraints_multiple_All.No_constraints,fuel_constraints_multiple_All.Vendor_did_not_answer,fuel_constraints_other_All,password_incorrect_002,password_incorrect_003,wash_list_All,wash_prices_All,cash_feasibility_wash_All,cash_feasibility_wash_All.Cash,cash_feasibility_wash_All.Mobile_money,cash_feasibility_wash_All.Credit_debit_Card,cash_feasibility_wash_All.Prepaid_cards,cash_feasibility_wash_All.Credit,cash_feasibility_wash_All.Vouchers,cash_feasibility_wash_All.Bartering,cash_feasibility_wash_All.Other,cash_feasibility_wash_All.Do_not_know,Other_cash_feasibility_wash_All,sell_bottled_water_All,quantity_0.75L_All,bottled_quantity_other_All,price_bottled_water_All,calc_price_bottled_water_All,price_bottled_water_normalised_All,price_bottled_water_display_All,sell_treated_water_All,quantity_10L_All,treated_quantity_other_All,price_treated_water_All,calc_price_treated_water_All,price_treated_water_normalised_All,price_treated_water_display_All,other_water_comments_All,sell_soap_All,quantity_1bar_All,soap_quantity_other_All,price_soap_All,calc_price_soap_All,price_soap_normalised_All,price_soap_display_All,sell_laundry_powder_All,quantity_100g_All,laundry_quantity_other_All,price_laundry_powder_All,calc_price_laundry_All,price_laundry_powder_normalised_All,price_laundry_powder_display_All,sell_sanitary_napkins_All,quantity_10units_All,napkins_quantity_other_All,price_sanitary_napkins_All,calc_price_sanitary_All,price_sanitary_napkins_normalised_All,price_sanitary_napkins_display_All,wash_gov_origin_All,wash_type_supplier_All,wash_restock_days_min_All,wash_constraints_multiple_All,wash_constraints_multiple_All.Price_inflation,wash_constraints_multiple_All.Liquidity_shortage,wash_constraints_multiple_All.Shortage_of_demand,wash_constraints_multiple_All.Insecurity_and_instability,wash_constraints_multiple_All.Supply_shortage,wash_constraints_multiple_All.Government_regulations,wash_constraints_multiple_All.Transportation_issues,wash_constraints_multiple_All.Other_see_next_question,wash_constraints_multiple_All.Do_not_know,wash_constraints_multiple_All.No_constraints,wash_constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_All,water_trucking_prices_All,cash_feasibility_water_trucking_All,cash_feasibility_water_trucking_All.Cash,cash_feasibility_water_trucking_All.Mobile_money,cash_feasibility_water_trucking_All.Credit_debit_Card,cash_feasibility_water_trucking_All.Prepaid_cards,cash_feasibility_water_trucking_All.Credit,cash_feasibility_water_trucking_All.Vouchers,cash_feasibility_water_trucking_All.Bartering,cash_feasibility_water_trucking_All.Other,cash_feasibility_water_trucking_All.Do_not_know,Other_cash_feasibility_water_trucking_All,capacity_truck_All,type_owner_All,type_water_All,water_chlorinated_All,water_quantity_1cub_mtr_All,water_quantity_other_cub_mtr_All,price_cubic_meter_All,cost_cubic_meter_All,location_source_All,price_cubic_meter_normalized_All,price_cubic_meter_display_All,distance_travelled_All,distance_price_All,additional_cost_5_All,additional_cost_10_All,constraints_multiple_All,constraints_multiple_All.Price_inflation,constraints_multiple_All.Liquidity_shortage,constraints_multiple_All.Shortage_of_demand,constraints_multiple_All.Insecurity_and_instability,constraints_multiple_All.Supply_shortage,constraints_multiple_All.Government_regulations,constraints_multiple_All.Transportation_issues,constraints_multiple_All.Other_see_next_question,constraints_multiple_All.Do_not_know,constraints_multiple_All.No_constraints,constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_001_All,exchange_rate_All,exchange_rate_result_All,note_exchange_rate_All,market_info_q_All,mrk_supply_routes_All,mrk_supply_issues_All,mrk_supply_issues_All.dmg_infra_market,mrk_supply_issues_All.dmg_infra_sorrounding,mrk_supply_issues_All.dmg_storage,mrk_supply_issues_All.move_restriction,mrk_supply_issues_All.other,mrk_supply_issues_All.did_not_answer,mrk_supply_issues_other_All,mrk_dmg_infra_All,mrk_dmg_infra_All.road,mrk_dmg_infra_All.electrical,mrk_dmg_infra_All.water,mrk_dmg_infra_All.communication,mrk_dmg_infra_All.other,mrk_dmg_infra_other_All,mrk_increse_fuel_50_All,mrk_increse_fuel_100_All,mrk_increse_WASH_50_All,mrk_increse_WASH_100_All,mrk_increse_water_50_All,mrk_increse_water_100_All,further_comments_All,X__version___All,X_version__All,X_id,X_uuid,X_submission_time,X_validation_status,X_index,X,X.1
2019-10-22T12:06:13.702+03:00,2019-10-22T12:31:33.589+03:00,2019-10-22,ee.humanitarianresponse.info:OQlE0CtZYDRaZ20i,2019-10-21,Alanood,DRC,,YE21,YE2113,Saqayn Rural Sooq 3,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,385,385,,,yes,yes,,410,410,,,YE19,15,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,no,2,150,750,,,Lack of adequate control over treated water filling,yes,yes,,100,100,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE21,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,6,,,9,yes,5000,9500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72594318,3d45966f-e61c-4eb4-8a0d-e2a04482dc9b,2019-10-29T07:00:06,,120,,
2019-10-22T12:41:04.963+03:00,2019-10-22T13:04:01.530+03:00,2019-10-22,ee.humanitarianresponse.info:OQlE0CtZYDRaZ20i,2019-10-21,Alanood,DRC,,YE21,YE2113,Sanhan Rural Sooq 1,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,375,375,,,yes,yes,,410,410,,,YE21,1,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,no,2,150,750,,,None,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE21,Wholesaler,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,5,,,7,yes,6000,9500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72599628,bceaf634-2045-4d8d-a315-314085aa7435,2019-10-29T07:41:38,,124,,
2019-10-21T10:29:02.110+03:00,2019-10-22T11:07:56.984+03:00,2019-10-21,ee.humanitarianresponse.info:OQlE0CtZYDRaZ20i,2019-10-21,Alanood,DRC,,YE21,YE2114,Sanhan Urban Sooq 2,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,340,340,,,no,,,,,,,YE19,7,Liquidity_shortage,0,1,0,0,0,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE21,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,5,,,7,yes,6000,9500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72600501,901d0959-570c-456f-9a0c-8a8c0cf5aa94,2019-10-29T07:49:32,,125,,
2019-10-21T10:32:28.531+03:00,2019-10-22T11:38:04.870+03:00,2019-10-21,ee.humanitarianresponse.info:OQlE0CtZYDRaZ20i,2019-10-21,Alanood,DRC,,YE21,YE2114,Sanhan Sooq 3,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,390,390,,,yes,yes,,400,400,,,YE19,2,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE21,Vendor,1,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,5,,,7,yes,6000,9500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72957235,64a7c382-934b-4564-976f-df9ba34cdbef,2019-10-31T17:34:08,,176,,
2019-10-21T10:35:28.712+03:00,2019-10-22T12:04:35.364+03:00,2019-10-21,ee.humanitarianresponse.info:OQlE0CtZYDRaZ20i,2019-10-21,Alanood,DRC,,YE21,YE2114,Sooq Bani Matar (Matnah( 1,Rural,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,450,450,,,YE21,Wholesaler,2,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,1300,1300,5,,,7,yes,6000,9500,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72957242,73e2d49c-be9e-4bd4-b649-54d2cd6a6c29,2019-10-31T17:34:12,,177,,
2019-10-29T09:58:45.021+03:00,2019-10-29T10:08:13.115+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,محمد الرياشي,NFDHR,,YE14,YE1413,Sooq Bani Matar 2,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,400,400,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,120,120,,,None,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage Transportation_issues,1,1,1,0,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,4,,,7,yes,5500,9000,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72957249,221ea004-445f-41e5-b4bc-b160cc376ec3,2019-10-31T17:34:15,,178,,
2019-10-29T10:09:51.593+03:00,2019-10-29T10:20:55.141+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,محمد الرياشي,NFDHR,,YE14,YE1413,Sooq Bani Matar 3,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,400,400,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,120,120,,,None,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,5,,,7,yes,6000,9500,,1,1,1,1,1,0,1,0,0,0,0,,yes,590,I think this is supposed to be higher,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water,1,1,1,0,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72957256,436fd3ff-e77d-4af2-af74-4b688a79bc9b,2019-10-31T17:34:17,,179,,
2019-10-29T10:26:21.754+03:00,2019-10-29T10:32:06.360+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-27,محمد الرياشي,NFDHR,,YE14,YE1413,Rural Bani Matar Sooq  1,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,400,400,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,120,120,,,None,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,5,,,7,yes,5500,9000,,1,1,0,1,1,0,1,0,0,0,0,,yes,590,,yes,yes,dmg_infra_market dmg_infra_sorrounding move_restriction,1,1,0,1,0,0,,road electrical water communication,1,1,1,1,0,,no,no,no,no,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72957838,3f1dcc9b-fc74-44f5-9270-3c0d20d6a24c,2019-10-31T17:40:25,,180,,
2019-10-29T09:33:59.207+03:00,2019-10-29T09:41:57.149+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,أحمد عياش,NFDHR,,YE22,YE2209,Saqeen rural sooq1,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,None,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Treatment_Station,Do_not_know,yes,,5000,5000,7,,,7,yes,10000,13000,,1,0,0,0,0,0,0,0,0,0,0,,yes,590,,yes,no,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,no,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72464602,9e9c2c17-a4bf-44b4-84b5-0d6c738edfe8,2019-10-28T06:22:56,,68,,
2019-10-29T09:41:58.664+03:00,2019-10-29T09:49:03.457+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,أحمد عياش,NFDHR,,YE22,YE2209,Saqeen rural sooq2,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,120,120,,,yes,yes,,120,120,,,"There is insufficient control over the bottling of treated water
",yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Wholesaler,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,1,Private,Pumping_Station_or_Borehole,no,yes,,6000,6000,10,,,10,yes,6000,12000,,1,0,0,0,0,0,0,0,0,0,0,,yes,590,,yes,no,,,,,,,,,,,,,,,,no,no,yes,yes,no,no,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72465919,a7d401fc-e25b-4d80-bf33-ad4026cccb3b,2019-10-28T06:47:24,,82,,
2019-10-29T09:49:13.127+03:00,2019-10-29T09:57:48.216+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-27,أحمد عياش,NFDHR,,YE22,YE2209,Saqeen rural sooq3,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Transportation_issues,1,1,1,1,0,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,"There is insufficient control over the bottling of treated water
",yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,no,5,3000,600,8,,,8,yes,6000,12000,,0,0,0,0,0,0,1,0,0,0,0,,yes,590,,yes,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,no,yes,no,yes,yes,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72466493,5e367961-a783-4417-8be0-df6a53f8596f,2019-10-28T06:56:07,,83,,
2019-10-29T10:32:11.289+03:00,2019-10-29T10:40:54.600+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,عادل,NFDHR,,YE23,YE2305,Sanhan Rural Sooq 1,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,None,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,no,no,1,2500,2500,25,,,25,no,,,,1,0,0,0,0,0,0,0,0,0,0,,yes,590,,yes,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72426347,df89b74d-ac89-4d06-beef-3b8d0a29bdef,2019-10-27T13:12:17,,34,,
2019-10-29T10:41:04.342+03:00,2019-10-29T10:47:39.334+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-27,عادل,NFDHR,,YE23,YE2305,Sanhan Rural Sooq 2,Urban,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Wholesaler,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,4,Private,Pumping_Station_or_Borehole,no,no,6,25000,4167,12,,,12,yes,15000,20000,,1,0,0,0,0,0,0,0,0,0,0,,yes,590,,yes,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72465000,91330afe-24e8-489e-b4d5-a4d0730edf41,2019-10-28T06:30:27,,79,,
2019-10-29T10:48:07.387+03:00,2019-10-29T10:57:12.581+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,عادل,NFDHR,,YE23,YE2305,Sanhan Rural Sooq 3,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,0,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,no,6,28000,4667,12,,,12,yes,15000,20000,,0,0,0,0,0,0,1,0,0,0,0,,yes,590,,yes,no,,,,,,,,,,,,,,,,no,no,yes,yes,yes,yes,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72465033,81d6cebd-cfa9-405e-b606-575b7be5f48b,2019-10-28T06:31:01,,80,,
2019-10-29T10:58:47.766+03:00,2019-10-29T11:15:06.636+03:00,2019-10-29,ee.humanitarianresponse.info:oYqxLGVUH29gkR0T,2019-10-28,عادل,NFDHR,,YE23,YE2307,Bani matar sooq (matnah) 1,Rural,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,390,390,,,YE18,3,Price_inflation Liquidity_shortage Shortage_of_demand Insecurity_and_instability Supply_shortage Transportation_issues,1,1,1,1,1,0,1,0,0,0,0,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,120,120,,,,yes,yes,,120,120,,,yes,yes,,150,150,,,yes,yes,,550,550,,,YE18,Vendor,3,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,1400,1400,5,,,5,yes,12000,0,,1,0,0,0,0,0,1,0,0,0,0,,yes,570,,yes,yes,dmg_infra_market dmg_storage,1,0,1,0,0,0,,road water communication,1,0,1,1,0,,yes,yes,yes,yes,yes,yes,"some items needs to be measured by different quantities: milk (litres --> gram), Tuna (kg --> g), Tomato pate (mg --> g), beans (mg --> g)",v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,72468244,a02bdb1c-c566-429f-86fc-8a0c1b0b81e6,2019-10-28T07:13:10,,84,,
