start,end,today,deviceid,date_survey,enumerator_id,select_one_organisation_name,org_name_other,governorate_ID,district_ID,market_name,type_area,fuel_prices,cash_feasibility_fuel,cash_feasibility_fuel/Cash,cash_feasibility_fuel/Mobile_money,cash_feasibility_fuel/Credit_debit_Card,cash_feasibility_fuel/Prepaid_cards,cash_feasibility_fuel/Credit,cash_feasibility_fuel/Vouchers,cash_feasibility_fuel/Bartering,cash_feasibility_fuel/Other,cash_feasibility_fuel/Do_not_know,Other_cash_feasibility_fuel,sell_petrol,quantity_1L_petrol,quantity_other_petrol,price_petrol,calc_price_petrol,price_petrol_normalised,price_petrol_display,sell_diesel,quantity_1L_diesel,quantity_other_diesel,price_diesel,calc_price_diesel,price_diesel_normalised,price_diesel_display,fuel_gov_origin,fuel_restock_days_min,fuel_constraints_multiple,fuel_constraints_multiple/Price_inflation,fuel_constraints_multiple/Liquidity_shortage,fuel_constraints_multiple/Shortage_of_demand,fuel_constraints_multiple/Insecurity_and_instability,fuel_constraints_multiple/Supply_shortage,fuel_constraints_multiple/Government_regulations,fuel_constraints_multiple/Transportation_issues,fuel_constraints_multiple/Other_see_next_question,fuel_constraints_multiple/Do_not_know,fuel_constraints_multiple/No_constraints,fuel_constraints_multiple/Vendor_did_not_answer,wash_list,wash_prices,cash_feasibility_wash,cash_feasibility_wash/Cash,cash_feasibility_wash/Mobile_money,cash_feasibility_wash/Credit_debit_Card,cash_feasibility_wash/Prepaid_cards,cash_feasibility_wash/Credit,cash_feasibility_wash/Vouchers,cash_feasibility_wash/Bartering,cash_feasibility_wash/Other,cash_feasibility_wash/Do_not_know,Other_cash_feasibility_wash,sell_bottled_water,quantity_0.75L,bottled_quantity_other,price_bottled_water,calc_price_bottled_water,price_bottled_water_normalised,price_bottled_water_display,sell_treated_water,quantity_10L,treated_quantity_other,price_treated_water,calc_price_treated_water,price_treated_water_normalised,price_treated_water_display,sell_soap,quantity_1bar,soap_quantity_other,price_soap,calc_price_soap,price_soap_normalised,price_soap_display,sell_laundry_powder,quantity_100g,laundry_quantity_other,price_laundry_powder,calc_price_laundry,price_laundry_powder_normalised,price_laundry_powder_display,sell_sanitary_napkins,quantity_10units,napkins_quantity_other,price_sanitary_napkins,calc_price_sanitary,price_sanitary_napkins_normalised,price_sanitary_napkins_display,wash_gov_origin,wash_type_supplier,wash_restock_days_min,wash_constraints_multiple,wash_constraints_multiple/Price_inflation,wash_constraints_multiple/Liquidity_shortage,wash_constraints_multiple/Shortage_of_demand,wash_constraints_multiple/Insecurity_and_instability,wash_constraints_multiple/Supply_shortage,wash_constraints_multiple/Government_regulations,wash_constraints_multiple/Transportation_issues,wash_constraints_multiple/Other_see_next_question,wash_constraints_multiple/Do_not_know,wash_constraints_multiple/No_constraints,wash_constraints_multiple/Vendor_did_not_answer,water_trucking_prices,cash_feasibility_water_trucking,cash_feasibility_water_trucking/Cash,cash_feasibility_water_trucking/Mobile_money,cash_feasibility_water_trucking/Credit_debit_Card,cash_feasibility_water_trucking/Prepaid_cards,cash_feasibility_water_trucking/Credit,cash_feasibility_water_trucking/Vouchers,cash_feasibility_water_trucking/Bartering,cash_feasibility_water_trucking/Other,cash_feasibility_water_trucking/Do_not_know,Other_cash_feasibility_water_trucking,capacity_truck,type_owner,type_water,water_chlorinated,cost_cubic_meter,location_source,price_cubic_meter,distance_travelled,distance_price,additional_cost_5,additional_cost_10,constraints_multiple,constraints_multiple/Price_inflation,constraints_multiple/Liquidity_shortage,constraints_multiple/Shortage_of_demand,constraints_multiple/Insecurity_and_instability,constraints_multiple/Supply_shortage,constraints_multiple/Government_regulations,constraints_multiple/Transportation_issues,constraints_multiple/Other_see_next_question,constraints_multiple/Do_not_know,constraints_multiple/No_constraints,constraints_multiple/Vendor_did_not_answer,exchange_rate,exchange_rate_result,note_exchange_rate,mrk_supply_routes,mrk_supply_issues,mrk_supply_issues/dmg_infra_market,mrk_supply_issues/dmg_infra_sorrounding,mrk_supply_issues/dmg_storage,mrk_supply_issues/move_restriction,mrk_supply_issues/other,mrk_supply_issues/did_not_answer,mrk_supply_issues_other,mrk_dmg_infra,mrk_dmg_infra/road,mrk_dmg_infra/electrical,mrk_dmg_infra/water,mrk_dmg_infra/communication,mrk_dmg_infra/other,mrk_dmg_infra_other,mrk_increse_fuel_50,mrk_increse_fuel_100,mrk_increse_WASH_50,mrk_increse_WASH_100,mrk_increse_water_50,mrk_increse_water_100,further_comments,__version__,_id,_uuid,_submission_time,_validation_status,_index
2019-05-29T14:01:04.929+03:00,2019-05-29T14:02:15.689+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/20/2019,Mohammed,SCI,,YE25,YE2515,Alfayoosh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,325,,,yes,yes,,350,350,,,YE24,7,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,530,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57001792,21e9e11f-7d0c-4b3b-875d-c89db10d72b7,2019-05-29T11:02:18,,165
2019-05-30T14:03:34.644+03:00,2019-05-30T14:05:54.767+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/20/2019,Abdullah,SCI,,YE17,YE1724,Altoor Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE18,3,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,57101498,254b358c-d6e6-47a6-bd39-9481213601a4,2019-05-30T11:06:50,,37
2019-05-30T12:37:24.223+03:00,2019-05-30T12:40:18.093+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/26/2019,Aseel,SCI,,YE29,YE2912,Bier Ayidh Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,425,425,,,YE18,7,Price_inflation Transportation_issues Other_see_next_question,1,0,0,0,0,0,1,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,dmg_infra_market move_restriction,1,0,0,1,0,0,,road electrical water,1,1,1,0,0,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,57091759,2af04128-ff57-4d0d-8d51-c88e29cc6557,2019-05-30T09:40:25,,196
2019-05-29T13:48:00.182+03:00,2019-05-29T13:49:46.587+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/21/2019,Mohammed,SCI,,YE25,YE2515,Sabar Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE24,Wholesaler,7,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,56999436,2ed5c5c4-9c76-4c57-b2fe-26c6ed18326f,2019-05-29T10:49:49,,158
2019-05-29T14:25:10.715+03:00,2019-05-29T14:35:09.566+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/23/2019,Khaldoon,SCI,,YE24,YE2408,Alareesh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,80,80,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57006342,31c711a1-93ce-41ea-bde4-34554b2b033b,2019-05-29T11:35:14,,178
2019-05-30T13:01:43.396+03:00,2019-05-30T13:06:20.786+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/20/2019,Mansoor,SCI,,YE17,YE1722,Alkhamis Market,Urban,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,400,400,,,YE18,2,Price_inflation Liquidity_shortage Other_see_next_question,1,1,0,0,0,0,0,1,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,520,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,water communication,0,0,1,1,0,,yes,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57094428,3593e433-65bc-4770-8d14-e8e9d0d34094,2019-05-30T10:06:27,,198
2019-05-30T14:07:55.508+03:00,2019-05-30T14:09:34.061+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/20/2019,Abdullah,SCI,,YE17,YE1724,Altoor Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,no,,,,,,,yes,yes,,430,430,,,YE18,3,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water communication,1,1,1,1,0,,no,no,yes,yes,yes,no,The market doesn't sell petrol,v2ZtbFxdMLUeS6K3smMjSx,57102224,35a61f6e-951e-4505-bd79-9fad89d551d4,2019-05-30T11:09:42,,34
2019-05-30T14:27:05.728+03:00,2019-05-30T14:36:42.767+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/19/2019,Abdo,SCI,,YE15,YE1521,Alnemsha Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,no,,,,,,,YE15,Wholesaler,2,Price_inflation Shortage_of_demand Transportation_issues,1,0,1,0,0,0,1,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical water,1,1,1,0,0,,yes,no,yes,yes,no,no,,v2ZtbFxdMLUeS6K3smMjSx,57105087,3d821c8a-7316-46e3-8fa1-d08fa861a291,2019-05-30T11:36:52,,24
2019-05-29T14:18:43.748+03:00,2019-05-29T14:20:08.670+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/20/2019,Khaldoon,SCI,,YE24,YE2404,Ba Nafe'ea Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,90,90,,,yes,yes,,110,110,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,540,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57004470,4951f3eb-2038-42e1-b34d-dfda42cc296a,2019-05-29T11:20:12,,176
2019-05-29T14:12:44.261+03:00,2019-05-29T14:14:48.057+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/20/2019,Khaldoon,SCI,,YE24,YE2404,Ba Nafe'ea Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,325,325,,,no,,,,,,,YE24,2,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,540,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,yes,The market doesn't sell diesel,v2ZtbFxdMLUeS6K3smMjSx,57003640,49e9cb99-0d47-445a-877f-309ab592e5bb,2019-05-29T11:14:51,,172
2019-05-29T15:01:43.891+03:00,2019-05-29T15:02:58.355+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/23/2019,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,70,70,,,yes,yes,,110,110,,,yes,no,200,150,75,,,yes,yes,,450,450,,,YE24,Wholesaler,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57009656,4baf5cb2-28bf-4e39-8b10-4285ecd682fd,2019-05-29T12:02:58,,186
2019-05-29T14:05:53.093+03:00,2019-05-29T14:07:53.052+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/22/2019,Khaldoon,SCI,,YE24,YE2404,Alqadeem Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,130,130,,,yes,yes,,90,90,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,no,The market doesn't have exchange shops,v2ZtbFxdMLUeS6K3smMjSx,57002773,5036ee12-5dfd-48b1-b365-f0a1673a5a5c,2019-05-29T11:07:56,,168
2019-05-29T14:59:43.610+03:00,2019-05-29T15:00:36.999+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/23/2019,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,yes,no,no,yes,yes,the market doesn't provide water trucking services,v2ZtbFxdMLUeS6K3smMjSx,57009409,537055f0-242c-4eba-b9fb-61112feebfff,2019-05-29T12:00:41,,184
2019-05-30T14:56:04.444+03:00,2019-05-30T14:57:30.512+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/21/2019,Abdo,SCI,,YE15,YE1522,Alayin Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,2,Private,Pumping_Station_or_Borehole,no,2000,2,,15,yes,2500,5500,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,no,,,,,,,,,,,,,,,,no,no,no,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57107001,54ccc339-b914-4250-938c-deccbd1ada47,2019-05-30T11:57:40,,17
2019-05-29T14:57:55.157+03:00,2019-05-29T14:59:42.313+03:00,5/29/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/23/2019,Khaldoon,SCI,,YE24,YE2408,Althakafah Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,yes,yes,,80,80,,,yes,yes,,120,120,,,yes,no,200,150,75,,,yes,yes,,500,500,,,YE24,Wholesaler,3,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,yes,yes,no,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57009377,56f86975-96b1-467a-9b71-6d5a787a617a,2019-05-29T11:59:47,,183
2019-05-30T12:35:43.311+03:00,2019-05-30T12:37:23.796+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/27/2019,Aseel,SCI,,YE29,YE2912,Bier Ayidh Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,1,Private,Pumping_Station_or_Borehole,no,1200,1,,10,yes,9000,13000,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,yes,553,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,57091513,5c9c09f0-821c-4193-bbd0-40743136b752,2019-05-30T09:37:30,,195
2019-05-30T11:45:38.741+03:00,2019-05-30T11:50:43.559+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/26/2019,Aseel,SCI,,YE29,YE2915,Amran City Market,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,400,400,,,yes,yes,,150,150,,,yes,no,110,100,91,,,yes,yes,,750,750,,,YE23,Wholesaler,2,Price_inflation Government_regulations Other_see_next_question,1,0,0,0,0,1,0,1,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57087549,5ddb57cf-becb-4a7c-a350-04d7305567c1,2019-05-30T08:50:50,,189
2019-05-30T11:37:18.769+03:00,2019-05-30T11:45:38.651+03:00,5/30/2019,ee.humanitarianresponse.info:WnOLuC21knpIED0l,5/26/2019,Aseel,SCI,,YE29,YE2915,Amran City Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,425,425,,,YE18,5,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,555,,yes,move_restriction,0,0,0,1,0,0,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,57086872,5f2580e2-c9cb-4117-9b92-d3a1804701a5,2019-05-30T08:45:45,,188
2019-05-26T00:39:48.053+03:00,2019-05-26T00:46:49.933+03:00,5/26/2019,ee.humanitarianresponse.info:5IJWKe8I4JMjKHF5,5/25/2019,فتحية,TYF,,YE15,YE1508,Al Mafraq,Urban,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,15,1700,85,,,no,,,,,,,yes,no,6120,7200,94,,,yes,no,4800,3300,69,,,no,,,,,,,YE24,Wholesaler,2,No_constraints,0,0,0,0,0,0,0,0,0,1,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,no,no,yes,yes,no,no,The road to Jebal Habeesh Market was filled wih rainwater  due to potholes acattered alon the road,v2ZtbFxdMLUeS6K3smMjSx,56686544,4ed11367-ef88-4483-addf-76b5444ad190,2019-05-26T13:30:48,,94
2019-05-19T15:49:08.258+03:00,2019-05-19T16:01:48.368+03:00,5/19/2019,ee.humanitarianresponse.info:8XCeBGDx37EAiUbI,5/19/2019,العنود القفان,DRC,,YE21,YE2113,Ateeq Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,330,,,yes,yes,,365,365,,,YE24,1,Supply_shortage Transportation_issues,0,0,0,0,1,0,1,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE21,Wholesaler,1,Price_inflation Shortage_of_demand,1,0,1,0,0,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1300,20,,30,no,,,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,yes,530,,no,,,,,,,,,,,,,,,,yes,no,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,55969411,2ac72855-ec41-49f1-b426-396800f44c83,2019-05-19T13:02:04,,45
2019-05-19T13:24:00.670+03:00,2019-05-19T13:32:35.237+03:00,5/19/2019,ee.humanitarianresponse.info:IKX3C0tEMQWKNExT,5/19/2019,سالم,DRC,,YE21,YE2114,Al Joul Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,360,360,,,YE24,3,Price_inflation Supply_shortage,1,0,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,120,120,,,yes,yes,,120,120,,,yes,yes,,400,400,,,YE21,Wholesaler,1,Liquidity_shortage Shortage_of_demand,0,1,1,0,0,0,0,0,0,0,0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,535,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,55958852,87035ca8-20d7-44b6-ad0b-f9f16cbbe39a,2019-05-19T10:35:20,,40
2019-05-19T15:41:25.102+03:00,2019-05-19T16:00:45.287+03:00,5/19/2019,ee.humanitarianresponse.info:8XCeBGDx37EAiUbI,5/19/2019,لينا حسن,DRC,,YE21,YE2113,Etiq Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,360,360,,,yes,yes,,355,355,,,YE21,1,Vendor_did_not_answer,0,0,0,0,0,0,0,0,0,0,1,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,150,150,,,no,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE24,Wholesaler,7,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,1180,20,,20,yes,10000,15000,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,yes,530,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,55969362,97ff38fa-de57-42f7-973e-546dd0dd61f2,2019-05-19T13:00:59,,44
2019-05-20T01:28:46.067+03:00,2019-05-20T01:38:29.837+03:00,5/20/2019,ee.humanitarianresponse.info:QVysB2CSxdybXkXi,5/19/2019,Mert,DRC,,YE21,YE2114,Al Joul Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,330,330,,,yes,yes,,340,340,,,YE19,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,yes,yes,,100,100,,,yes,no,700,400,57,,,yes,no,9,400,444,,,YE21,Wholesaler,1,Price_inflation Liquidity_shortage Supply_shortage,1,1,0,0,1,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,3.6,Private,Pumping_Station_or_Borehole,no,2770,2,,10,yes,18000,0,Price_inflation Liquidity_shortage Shortage_of_demand Supply_shortage,1,1,1,0,1,0,0,0,0,0,0,yes,530,,no,,,,,,,,,,,,,,,,yes,yes,no,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,55959818,b218614d-ef16-4e3c-9b83-0b603066d5b9,2019-05-19T10:44:43,,42
2019-05-20T01:17:54.037+03:00,2019-05-20T01:28:45.247+03:00,5/20/2019,ee.humanitarianresponse.info:QVysB2CSxdybXkXi,5/19/2019,Mert,DRC,,YE21,YE2114,Al Joul Market,Rural,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,295,295,,,yes,yes,,300,300,,,YE19,5,Liquidity_shortage Supply_shortage,0,1,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,no,0.2,200,100,,,yes,yes,,140,140,,,yes,no,110,120,109,,,yes,no,8,600,750,,,YE19,Wholesaler,2,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,2.5,Private,Pumping_Station_or_Borehole,no,2400,4,,10,yes,15000,0,Price_inflation Liquidity_shortage,1,1,0,0,0,0,0,0,0,0,0,yes,530,,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,55959817,b64b3beb-972a-4676-a7f6-f206916f71b0,2019-05-19T10:44:42,,41
2019-05-19T15:28:24.509+03:00,2019-05-19T15:59:30.773+03:00,5/19/2019,ee.humanitarianresponse.info:8XCeBGDx37EAiUbI,5/19/2019,سماح الخضر,DRC,,YE21,YE2113,Etiq Market,Urban,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,365,365,,,YE24,1,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,150,150,,,yes,yes,,130,130,,,yes,yes,,120,120,,,yes,yes,,500,500,,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,7,Public,Pumping_Station_or_Borehole,yes,1430,20,,20,no,,,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,yes,525,,no,,,,,,,,,,,,,,,,yes,yes,yes,no,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,55969283,f4983707-8416-44bc-b106-7346fe830772,2019-05-19T12:59:55,,43
